85350,0
85351,0
85352,0
85353,0
85354,0
85355,0
85356,0
85357,0
85358,0
85359,0
85360,0
85361,0
85362,0
85363,0
85364,0
85365,0
85366,0
85367,0
85368,0
85369,0
85370,0
85371,0
85372,0
85373,0
85374,0
85375,0
85376,0
85377,0
85378,0
85379,0
85380,0
85381,0
85382,0
85383,0
85384,0
85385,0
85386,0
85387,0
85388,0
85389,0
85390,0
85391,0
85392,0
85393,0
85394,0
85395,0
85396,0
85397,0
85398,0
85399,0
85400,0
85401,0
85402,0
85403,0
85404,0
85405,0
85406,0
85407,0
85408,0
85409,0
85410,0
85411,0
85412,0
85413,0
85414,0
85415,0
85416,0
85417,0
85418,0
85419,0
85420,0
85421,0
85422,0
85423,0
85424,0
85425,0
85426,0
85427,0
85428,0
85429,0
85430,0
85431,0
85432,0
85433,0
85434,0
85435,0
85436,0
85437,0
85438,0
85439,0
85440,0
85441,0
85442,0
85443,0
85444,0
85445,0
85446,0
85447,0
85448,0
85449,0
85450,0
85451,0
85452,0
85453,0
85454,0
85455,0
85456,0
85457,0
85458,0
85459,0
85460,0
85461,0
85462,0
85463,0
85464,0
85465,0
85466,0
85467,0
85468,0
85469,0
85470,0
85471,0
85472,0
85473,0
85474,0
85475,0
85476,0
85477,0
85478,0
85479,0
85480,0
85481,0
85482,0
85483,0
85484,0
85485,0
85486,0
85487,0
85488,0
85489,0
85490,0
85491,0
85492,0
85493,0
85494,0
85495,0
85496,0
85497,0
85498,0
85499,0
85500,0
85501,0
85502,0
85503,0
85504,0
85505,0
85506,0
85507,0
85508,0
85509,0
85510,0
85511,0
85512,0
85513,0
85514,0
85515,0
85516,0
85517,0
85518,0
85519,0
85520,0
85521,0
85522,0
85523,0
85524,0
85525,0
85526,0
85527,0
85528,0
85529,0
85530,0
85531,0
85532,0
85533,0
85534,0
85535,0
85536,0
85537,0
85538,0
85539,0
85540,0
85541,0
85542,0
85543,0
85544,0
85545,0
85546,0
85547,0
85548,0
85549,0
85550,0
85551,0
85552,0
85553,0
85554,0
85555,0
85556,0
85557,0
85558,0
85559,0
85560,0
85561,0
85562,0
85563,0
85564,0
85565,0
85566,0
85567,0
85568,0
85569,0
85570,0
85571,0
85572,0
85573,0
85574,0
85575,0
85576,0
85577,0
85578,0
85579,0
85580,0
85581,0
85582,0
85583,0
85584,0
85585,0
85586,0
85587,0
85588,0
85589,0
85590,0
85591,0
85592,0
85593,0
85594,0
85595,0
85596,0
85597,0
85598,0
85599,0
85600,0
85601,0
85602,0
85603,0
85604,1
85605,0
85606,0
85607,0
85608,0
85609,1
85610,0
85611,0
85612,0
85613,0
85614,0
85615,0
85616,0
85617,0
85618,1
85619,0
85620,0
85621,0
85622,0
85623,0
85624,0
85625,0
85626,0
85627,0
85628,0
85629,0
85630,0
85631,0
85632,0
85633,0
85634,0
85635,0
85636,0
85637,0
85638,0
85639,0
85640,0
85641,0
85642,0
85643,0
85644,0
85645,0
85646,0
85647,0
85648,0
85649,0
85650,0
85651,0
85652,0
85653,0
85654,0
85655,0
85656,0
85657,0
85658,0
85659,0
85660,0
85661,0
85662,0
85663,0
85664,0
85665,0
85666,0
85667,0
85668,0
85669,0
85670,0
85671,0
85672,0
85673,0
85674,0
85675,0
85676,0
85677,0
85678,0
85679,0
85680,0
85681,0
85682,0
85683,0
85684,0
85685,0
85686,0
85687,0
85688,0
85689,0
85690,0
85691,0
85692,0
85693,0
85694,0
85695,0
85696,0
85697,0
85698,0
85699,0
85700,0
85701,0
85702,0
85703,0
85704,0
85705,0
85706,0
85707,0
85708,0
85709,0
85710,0
85711,0
85712,0
85713,0
85714,0
85715,0
85716,0
85717,0
85718,0
85719,0
85720,0
85721,0
85722,0
85723,0
85724,0
85725,0
85726,0
85727,0
85728,0
85729,0
85730,0
85731,0
85732,0
85733,0
85734,0
85735,0
85736,0
85737,0
85738,0
85739,0
85740,0
85741,0
85742,0
85743,0
85744,0
85745,0
85746,0
85747,0
85748,0
85749,0
85750,0
85751,0
85752,0
85753,0
85754,0
85755,0
85756,0
85757,0
85758,0
85759,0
85760,0
85761,0
85762,0
85763,0
85764,0
85765,0
85766,0
85767,0
85768,1
85769,0
85770,1
85771,0
85772,1
85773,1
85774,0
85775,1
85776,0
85777,0
85778,0
85779,0
85780,0
85781,1
85782,0
85783,0
85784,0
85785,0
85786,0
85787,0
85788,0
85789,0
85790,0
85791,0
85792,0
85793,0
85794,0
85795,0
85796,0
85797,0
85798,0
85799,0
85800,0
85801,0
85802,0
85803,0
85804,0
85805,0
85806,0
85807,0
85808,0
85809,0
85810,0
85811,0
85812,0
85813,0
85814,0
85815,0
85816,0
85817,0
85818,0
85819,0
85820,0
85821,0
85822,0
85823,0
85824,0
85825,0
85826,0
85827,0
85828,0
85829,0
85830,0
85831,0
85832,0
85833,0
85834,0
85835,0
85836,0
85837,0
85838,0
85839,0
85840,0
85841,0
85842,0
85843,0
85844,0
85845,0
85846,0
85847,0
85848,0
85849,1
85850,0
85851,0
85852,0
85853,0
85854,0
85855,0
85856,0
85857,0
85858,0
85859,0
85860,1
85861,1
85862,0
85863,0
85864,1
85865,0
85866,0
85867,0
85868,0
85869,0
85870,0
85871,0
85872,0
85873,0
85874,0
85875,0
85876,0
85877,0
85878,0
85879,0
85880,0
85881,0
85882,0
85883,0
85884,0
85885,0
85886,0
85887,0
85888,0
85889,0
85890,0
85891,0
85892,0
85893,0
85894,0
85895,0
85896,0
85897,0
85898,0
85899,0
85900,0
85901,0
85902,0
85903,0
85904,0
85905,0
85906,0
85907,0
85908,0
85909,1
85910,0
85911,0
85912,0
85913,1
85914,0
85915,1
85916,0
85917,0
85918,0
85919,0
85920,0
85921,0
85922,0
85923,0
85924,0
85925,0
85926,0
85927,0
85928,0
85929,0
85930,0
85931,0
85932,0
85933,0
85934,0
85935,0
85936,0
85937,0
85938,0
85939,0
85940,0
85941,0
85942,0
85943,0
85944,0
85945,0
85946,0
85947,0
85948,0
85949,0
85950,0
85951,0
85952,0
85953,0
85954,0
85955,0
85956,0
85957,0
85958,0
85959,0
85960,0
85961,0
85962,0
85963,0
85964,0
85965,0
85966,0
85967,0
85968,0
85969,0
85970,0
85971,0
85972,0
85973,0
85974,0
85975,0
85976,0
85977,0
85978,0
85979,0
85980,0
85981,0
85982,0
85983,0
85984,0
85985,0
85986,0
85987,0
85988,0
85989,1
85990,0
85991,1
85992,0
85993,1
85994,0
85995,0
85996,0
85997,1
85998,1
85999,1
86000,0
86001,1
86002,1
86003,0
86004,1
86005,0
86006,0
86007,0
86008,0
86009,1
86010,0
86011,0
86012,1
86013,0
86014,0
86015,0
86016,0
86017,0
86018,0
86019,1
86020,1
86021,1
86022,1
86023,1
86024,0
86025,0
86026,1
86027,0
86028,1
86029,1
86030,1
86031,0
86032,0
86033,1
86034,0
86035,1
86036,0
86037,0
86038,0
86039,1
86040,0
86041,1
86042,0
86043,1
86044,0
86045,0
86046,0
86047,0
86048,0
86049,0
86050,0
86051,0
86052,0
86053,0
86054,0
86055,0
86056,0
86057,0
86058,0
86059,0
86060,0
86061,0
86062,0
86063,0
86064,0
86065,0
86066,0
86067,0
86068,0
86069,0
86070,0
86071,0
86072,0
86073,0
86074,0
86075,0
86076,0
86077,0
86078,0
86079,0
86080,0
86081,0
86082,0
86083,0
86084,0
86085,0
86086,0
86087,0
86088,0
86089,0
86090,0
86091,0
86092,0
86093,0
86094,0
86095,0
86096,0
86097,0
86098,0
86099,0
86100,0
86101,0
86102,0
86103,0
86104,0
86105,0
86106,0
86107,0
86108,0
86109,0
86110,0
86111,0
86112,0
86113,0
86114,0
86115,0
86116,0
86117,0
86118,0
86119,0
86120,0
86121,0
86122,0
86123,0
86124,0
86125,0
86126,0
86127,0
86128,0
86129,0
86130,0
86131,0
86132,0
86133,0
86134,0
86135,0
86136,0
86137,0
86138,0
86139,0
86140,0
86141,0
86142,0
86143,0
86144,0
86145,0
86146,0
86147,0
86148,0
86149,0
86150,0
86151,0
86152,0
86153,0
86154,0
86155,0
86156,0
86157,0
86158,0
86159,0
86160,0
86161,0
86162,0
86163,0
86164,0
86165,0
86166,0
86167,0
86168,0
86169,0
86170,0
86171,0
86172,0
86173,0
86174,1
86175,0
86176,1
86177,0
86178,0
86179,0
86180,0
86181,0
86182,1
86183,0
86184,0
86185,1
86186,0
86187,0
